symbol,name,cryptocurrency,currency,summary,exchange,market
ETN-CNY,Electroneum CNY,ETN,CNY,"Electroneum (ETN) is a cryptocurrency . Users are able to generate ETN through the process of mining. Electroneum has a current supply of 17,865,338,786.77. The last known price of Electroneum is 0.01074497 USD and is down -4.11 over the last 24 hours. It is currently trading on 27 active market(s) with $1,387,216.97 traded over the last 24 hours. More information can be found at http://electroneum.com/.",CCC,ccc_market
ETN-ETH,Electroneum ETH,ETN,ETH,"Electroneum (ETN) is a cryptocurrency . Users are able to generate ETN through the process of mining. Electroneum has a current supply of 17,865,338,786.77. The last known price of Electroneum is 0.01074497 USD and is down -4.11 over the last 24 hours. It is currently trading on 27 active market(s) with $1,387,216.97 traded over the last 24 hours. More information can be found at http://electroneum.com/.",CCC,ccc_market
ETN-EUR,Electroneum EUR,ETN,EUR,"Electroneum (ETN) is a cryptocurrency . Users are able to generate ETN through the process of mining. Electroneum has a current supply of 17,865,338,786.77. The last known price of Electroneum is 0.01074497 USD and is down -4.11 over the last 24 hours. It is currently trading on 27 active market(s) with $1,387,216.97 traded over the last 24 hours. More information can be found at http://electroneum.com/.",CCC,ccc_market
ETN-GBP,Electroneum GBP,ETN,GBP,"Electroneum (ETN) is a cryptocurrency . Users are able to generate ETN through the process of mining. Electroneum has a current supply of 17,865,338,786.77. The last known price of Electroneum is 0.01074497 USD and is down -4.11 over the last 24 hours. It is currently trading on 27 active market(s) with $1,387,216.97 traded over the last 24 hours. More information can be found at http://electroneum.com/.",CCC,ccc_market
ETN-INR,Electroneum INR,ETN,INR,"Electroneum (ETN) is a cryptocurrency . Users are able to generate ETN through the process of mining. Electroneum has a current supply of 17,865,338,786.77. The last known price of Electroneum is 0.01074497 USD and is down -4.11 over the last 24 hours. It is currently trading on 27 active market(s) with $1,387,216.97 traded over the last 24 hours. More information can be found at http://electroneum.com/.",CCC,ccc_market
ETN-JPY,Electroneum JPY,ETN,JPY,"Electroneum (ETN) is a cryptocurrency . Users are able to generate ETN through the process of mining. Electroneum has a current supply of 17,865,338,786.77. The last known price of Electroneum is 0.01074497 USD and is down -4.11 over the last 24 hours. It is currently trading on 27 active market(s) with $1,387,216.97 traded over the last 24 hours. More information can be found at http://electroneum.com/.",CCC,ccc_market
ETN-KRW,Electroneum KRW,ETN,KRW,"Electroneum (ETN) is a cryptocurrency . Users are able to generate ETN through the process of mining. Electroneum has a current supply of 17,865,338,786.77. The last known price of Electroneum is 0.01074497 USD and is down -4.11 over the last 24 hours. It is currently trading on 27 active market(s) with $1,387,216.97 traded over the last 24 hours. More information can be found at http://electroneum.com/.",CCC,ccc_market
ETN-RUB,Electroneum RUB,ETN,RUB,"Electroneum (ETN) is a cryptocurrency . Users are able to generate ETN through the process of mining. Electroneum has a current supply of 17,865,338,786.77. The last known price of Electroneum is 0.01074497 USD and is down -4.11 over the last 24 hours. It is currently trading on 27 active market(s) with $1,387,216.97 traded over the last 24 hours. More information can be found at http://electroneum.com/.",CCC,ccc_market
ETN-USD,Electroneum USD,ETN,USD,"Electroneum (ETN) is a cryptocurrency . Users are able to generate ETN through the process of mining. Electroneum has a current supply of 17,865,338,786.77. The last known price of Electroneum is 0.01074497 USD and is down -4.11 over the last 24 hours. It is currently trading on 27 active market(s) with $1,387,216.97 traded over the last 24 hours. More information can be found at http://electroneum.com/.",CCC,ccc_market
ETP-BTC,MetaverseETP BTC,ETP,BTC,"Metaverse ETP (ETP) is a cryptocurrency . Users are able to generate ETP through the process of mining. Metaverse ETP has a current supply of 80,434,139.62291226 with 78,434,041.76911224 in circulation. The last known price of Metaverse ETP is 0.18515766 USD and is down -7.28 over the last 24 hours. It is currently trading on 20 active market(s) with $308,541.25 traded over the last 24 hours. More information can be found at https://mvs.org/.",CCC,ccc_market
ETP-CAD,MetaverseETP CAD,ETP,CAD,"Metaverse ETP (ETP) is a cryptocurrency . Users are able to generate ETP through the process of mining. Metaverse ETP has a current supply of 80,434,139.62291226 with 78,434,041.76911224 in circulation. The last known price of Metaverse ETP is 0.18515766 USD and is down -7.28 over the last 24 hours. It is currently trading on 20 active market(s) with $308,541.25 traded over the last 24 hours. More information can be found at https://mvs.org/.",CCC,ccc_market
ETP-CNY,MetaverseETP CNY,ETP,CNY,"Metaverse ETP (ETP) is a cryptocurrency . Users are able to generate ETP through the process of mining. Metaverse ETP has a current supply of 80,271,329.79645905 with 78,271,231.94265904 in circulation. The last known price of Metaverse ETP is 0.38993389 USD and is down -1.88 over the last 24 hours. It is currently trading on 20 active market(s) with $1,298,617.11 traded over the last 24 hours. More information can be found at https://mvs.org/.",CCC,ccc_market
ETP-ETH,MetaverseETP ETH,ETP,ETH,"Metaverse ETP (ETP) is a cryptocurrency . Users are able to generate ETP through the process of mining. Metaverse ETP has a current supply of 80,271,329.79645905 with 78,271,231.94265904 in circulation. The last known price of Metaverse ETP is 0.38993389 USD and is down -1.88 over the last 24 hours. It is currently trading on 20 active market(s) with $1,298,617.11 traded over the last 24 hours. More information can be found at https://mvs.org/.",CCC,ccc_market
ETP-EUR,MetaverseETP EUR,ETP,EUR,"Metaverse ETP (ETP) is a cryptocurrency . Users are able to generate ETP through the process of mining. Metaverse ETP has a current supply of 80,294,038.74927874 with 78,293,940.89547873 in circulation. The last known price of Metaverse ETP is 0.38532159 USD and is down -1.79 over the last 24 hours. It is currently trading on 20 active market(s) with $582,701.44 traded over the last 24 hours. More information can be found at https://mvs.org/.",CCC,ccc_market
ETP-GBP,MetaverseETP GBP,ETP,GBP,"Metaverse ETP (ETP) is a cryptocurrency . Users are able to generate ETP through the process of mining. Metaverse ETP has a current supply of 80,271,329.79645905 with 78,271,231.94265904 in circulation. The last known price of Metaverse ETP is 0.38993389 USD and is down -1.88 over the last 24 hours. It is currently trading on 20 active market(s) with $1,298,617.11 traded over the last 24 hours. More information can be found at https://mvs.org/.",CCC,ccc_market
ETP-INR,MetaverseETP INR,ETP,INR,"Metaverse ETP (ETP) is a cryptocurrency . Users are able to generate ETP through the process of mining. Metaverse ETP has a current supply of 80,271,329.79645905 with 78,271,231.94265904 in circulation. The last known price of Metaverse ETP is 0.38993389 USD and is down -1.88 over the last 24 hours. It is currently trading on 20 active market(s) with $1,298,617.11 traded over the last 24 hours. More information can be found at https://mvs.org/.",CCC,ccc_market
ETP-JPY,MetaverseETP JPY,ETP,JPY,"Metaverse ETP (ETP) is a cryptocurrency . Users are able to generate ETP through the process of mining. Metaverse ETP has a current supply of 80,271,329.79645905 with 78,271,231.94265904 in circulation. The last known price of Metaverse ETP is 0.38993389 USD and is down -1.88 over the last 24 hours. It is currently trading on 20 active market(s) with $1,298,617.11 traded over the last 24 hours. More information can be found at https://mvs.org/.",CCC,ccc_market
ETP-KRW,MetaverseETP KRW,ETP,KRW,"Metaverse ETP (ETP) is a cryptocurrency . Users are able to generate ETP through the process of mining. Metaverse ETP has a current supply of 80,296,703.15286124 with 78,296,605.29906122 in circulation. The last known price of Metaverse ETP is 0.39321195 USD and is down -1.03 over the last 24 hours. It is currently trading on 20 active market(s) with $676,928.60 traded over the last 24 hours. More information can be found at https://mvs.org/.",CCC,ccc_market
ETP-RUB,MetaverseETP RUB,ETP,RUB,"Metaverse ETP (ETP) is a cryptocurrency . Users are able to generate ETP through the process of mining. Metaverse ETP has a current supply of 80,271,329.79645905 with 78,271,231.94265904 in circulation. The last known price of Metaverse ETP is 0.38993389 USD and is down -1.88 over the last 24 hours. It is currently trading on 20 active market(s) with $1,298,617.11 traded over the last 24 hours. More information can be found at https://mvs.org/.",CCC,ccc_market
ETP-USD,MetaverseETP USD,ETP,USD,"Metaverse ETP (ETP) is a cryptocurrency . Users are able to generate ETP through the process of mining. Metaverse ETP has a current supply of 80,271,329.79645905 with 78,271,231.94265904 in circulation. The last known price of Metaverse ETP is 0.38993389 USD and is down -1.88 over the last 24 hours. It is currently trading on 20 active market(s) with $1,298,617.11 traded over the last 24 hours. More information can be found at https://mvs.org/.",CCC,ccc_market
EWT-AUD,EnergyWebToken AUD,EWT,AUD,"Energy Web Token (EWT) is a cryptocurrency . Energy Web Token has a current supply of 48,638,535.4433 with 30,062,138 in circulation. The last known price of Energy Web Token is 9.55448012 USD and is down -8.53 over the last 24 hours. It is currently trading on 17 active market(s) with $1,867,915.12 traded over the last 24 hours. More information can be found at https://www.energyweb.org/.",CCC,ccc_market
EWT-BTC,EnergyWebToken BTC,EWT,BTC,"Energy Web Token (EWT) is a cryptocurrency . Energy Web Token has a current supply of 48,638,535.4433 with 30,062,138 in circulation. The last known price of Energy Web Token is 9.55448012 USD and is down -8.53 over the last 24 hours. It is currently trading on 17 active market(s) with $1,867,915.12 traded over the last 24 hours. More information can be found at https://www.energyweb.org/.",CCC,ccc_market
EWT-CAD,EnergyWebToken CAD,EWT,CAD,"Energy Web Token (EWT) is a cryptocurrency . Energy Web Token has a current supply of 48,638,535.4433 with 30,062,138 in circulation. The last known price of Energy Web Token is 14.35599297 USD and is down -3.34 over the last 24 hours. It is currently trading on 17 active market(s) with $5,687,169.56 traded over the last 24 hours. More information can be found at https://www.energyweb.org/.",CCC,ccc_market
EWT-CNY,EnergyWebToken CNY,EWT,CNY,"Energy Web Token (EWT) is a cryptocurrency . Energy Web Token has a current supply of 48,638,535.4433 with 30,062,138 in circulation. The last known price of Energy Web Token is 14.35599297 USD and is down -3.34 over the last 24 hours. It is currently trading on 17 active market(s) with $5,687,169.56 traded over the last 24 hours. More information can be found at https://www.energyweb.org/.",CCC,ccc_market
EWT-ETH,EnergyWebToken ETH,EWT,ETH,"Energy Web Token (EWT) is a cryptocurrency . Energy Web Token has a current supply of 48,638,535.4433 with 30,062,138 in circulation. The last known price of Energy Web Token is 14.35599297 USD and is down -3.34 over the last 24 hours. It is currently trading on 17 active market(s) with $5,687,169.56 traded over the last 24 hours. More information can be found at https://www.energyweb.org/.",CCC,ccc_market
EWT-EUR,EnergyWebToken EUR,EWT,EUR,"Energy Web Token (EWT) is a cryptocurrency . Energy Web Token has a current supply of 48,638,535.4433 with 30,062,138 in circulation. The last known price of Energy Web Token is 14.35599297 USD and is down -3.34 over the last 24 hours. It is currently trading on 17 active market(s) with $5,687,169.56 traded over the last 24 hours. More information can be found at https://www.energyweb.org/.",CCC,ccc_market
EWT-GBP,EnergyWebToken GBP,EWT,GBP,"Energy Web Token (EWT) is a cryptocurrency . Energy Web Token has a current supply of 48,638,535.4433 with 30,062,138 in circulation. The last known price of Energy Web Token is 14.35599297 USD and is down -3.34 over the last 24 hours. It is currently trading on 17 active market(s) with $5,687,169.56 traded over the last 24 hours. More information can be found at https://www.energyweb.org/.",CCC,ccc_market
